Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,ApplicantIncome_Z_score,CoapplicantIncome_Z_score,LoanAmount_Z_score
LP002821,Male,No,0,Not Graduate,Yes,5800,0.0,132.0,360.0,1.0,Semiurban,Y,0.06491046187159409,-0.5540356092387769,-0.16839131404645968
LP002832,Male,Yes,2,Graduate,No,8799,0.0,258.0,360.0,0.0,Urban,N,0.5558221564282945,-0.5540356092387769,1.3037892880812387
LP002833,Male,Yes,0,Not Graduate,No,4467,0.0,120.0,360.0,,Rural,Y,-0.1532907014642117,-0.5540356092387769,-0.30859899043957384
LP002836,Male,No,0,Graduate,No,3333,0.0,70.0,360.0,1.0,Urban,Y,-0.33891719750532484,-0.5540356092387769,-0.8927976420775493
LP002837,Male,Yes,3+,Graduate,No,3400,2500.0,123.0,360.0,0.0,Rural,N,-0.32794984721012677,0.3003006208273004,-0.2735470713412953
LP002840,Female,No,0,Graduate,No,2378,0.0,9.0,360.0,1.0,Urban,N,-0.4952428621607596,-0.5540356092387769,-1.6055199970758796
LP002841,Male,Yes,0,Graduate,No,3166,2064.0,104.0,360.0,0.0,Urban,N,-0.3662537273455946,0.15130438230377652,-0.495542558963726
LP002842,Male,Yes,1,Graduate,No,3417,1750.0,186.0,360.0,1.0,Urban,Y,-0.3251670866874646,0.04399975180747719,0.4625432297225539
LP002847,Male,Yes,,Graduate,No,5116,1451.0,165.0,360.0,0.0,Urban,N,-0.04705472621669636,-0.05817886130842566,0.21717979603460416
LP002855,Male,Yes,2,Graduate,No,16666,0.0,275.0,360.0,1.0,Urban,Y,1.843585511239085,-0.5540356092387769,1.5024168296381504
LP002862,Male,Yes,2,Not Graduate,No,6125,1625.0,187.0,480.0,1.0,Semiurban,N,0.11811029539307712,0.0012829403041733267,0.4742272027553134
LP002863,Male,Yes,3+,Graduate,No,6406,0.0,150.0,360.0,1.0,Semiurban,N,0.1641076899147286,-0.5540356092387769,0.041920200543211494
LP002868,Male,Yes,2,Graduate,No,3159,461.0,108.0,84.0,1.0,Urban,Y,-0.36739956991374956,-0.39649600841459226,-0.44880666683268794
LP002872,,Yes,0,Graduate,No,3087,2210.0,136.0,360.0,0.0,Semiurban,N,-0.3791853791862012,0.20119761813963544,-0.12165542191542165
LP002874,Male,No,0,Graduate,No,3229,2739.0,110.0,360.0,1.0,Urban,Y,-0.3559411442321994,0.3819751644216174,-0.42543872076716893
LP002877,Male,Yes,1,Graduate,No,1782,2232.0,107.0,360.0,1.0,Rural,Y,-0.592803172249387,0.20871577696421692,-0.46049063986544747
LP002888,Male,No,0,Graduate,,3182,2917.0,161.0,360.0,1.0,Urban,Y,-0.36363465861838307,0.4428039040023221,0.17044390390356612
LP002892,Male,Yes,2,Graduate,No,6540,0.0,205.0,360.0,1.0,Semiurban,Y,0.1860423905051247,-0.5540356092387769,0.6845387173449846
LP002893,Male,No,0,Graduate,No,1836,33837.0,90.0,360.0,1.0,Urban,N,-0.5839638152950483,11.009234397459567,-0.6591181814223591
LP002894,Female,Yes,0,Graduate,No,3166,0.0,36.0,360.0,1.0,Semiurban,Y,-0.3662537273455946,-0.5540356092387769,-1.2900527251913727
LP002898,Male,Yes,1,Graduate,No,1880,0.0,61.0,360.0,,Rural,N,-0.5767613762952166,-0.5540356092387769,-0.9979533993723849
LP002911,Male,Yes,1,Graduate,No,2787,1917.0,146.0,360.0,0.0,Rural,N,-0.4282929178214163,0.10106941197589116,-0.004815691587826546
LP002912,Male,Yes,1,Graduate,No,4283,3000.0,172.0,84.0,1.0,Rural,N,-0.18340999182714365,0.47116786684051587,0.29896760726392074
LP002916,Male,Yes,0,Graduate,No,2297,1522.0,104.0,360.0,1.0,Urban,Y,-0.5085018975922677,-0.03391571237454906,-0.495542558963726
LP002917,Female,No,0,Not Graduate,No,2165,0.0,70.0,360.0,1.0,Semiurban,Y,-0.5301092145917623,-0.5540356092387769,-0.8927976420775493
LP002925,,No,0,Graduate,No,4750,0.0,94.0,360.0,1.0,Semiurban,Y,-0.10696592335165879,-0.5540356092387769,-0.6123822892913211
LP002926,Male,Yes,2,Graduate,Yes,2726,0.0,106.0,360.0,0.0,Semiurban,N,-0.43827811734391003,-0.5540356092387769,-0.47217461289820695
LP002928,Male,Yes,0,Graduate,No,3000,3416.0,56.0,180.0,1.0,Semiurban,Y,-0.3934265653904136,0.6133294155235112,-1.0563732645361825
LP002931,Male,Yes,2,Graduate,Yes,6000,0.0,205.0,240.0,1.0,Semiurban,N,0.09764882096173749,-0.5540356092387769,0.6845387173449846
LP002933,,No,3+,Graduate,Yes,9357,0.0,292.0,360.0,1.0,Semiurban,Y,0.6471621782897946,-0.5540356092387769,1.701044371195062
LP002936,Male,Yes,0,Graduate,No,3859,3300.0,142.0,180.0,1.0,Rural,Y,-0.2528153130982477,0.5736882144484452,-0.05155158371886459
LP002938,Male,Yes,0,Graduate,Yes,16120,0.0,260.0,360.0,1.0,Urban,Y,1.7542097909229937,-0.5540356092387769,1.3271572341467577
LP002940,Male,No,0,Not Graduate,No,3833,0.0,110.0,360.0,1.0,Rural,Y,-0.2570712997799663,-0.5540356092387769,-0.42543872076716893
LP002941,Male,Yes,2,Not Graduate,Yes,6383,1000.0,187.0,360.0,1.0,Rural,N,0.1603427786193621,-0.212301117212346,0.4742272027553134
LP002943,Male,No,,Graduate,No,2987,0.0,88.0,360.0,0.0,Semiurban,N,-0.39555455873127293,-0.5540356092387769,-0.6824861274878782
LP002945,Male,Yes,0,Graduate,Yes,9963,0.0,180.0,360.0,1.0,Rural,Y,0.7463594063329291,-0.5540356092387769,0.39243939152599683
LP002948,Male,Yes,2,Graduate,No,5780,0.0,192.0,360.0,1.0,Urban,Y,0.061636625962579746,-0.5540356092387769,0.532647067919111
LP002949,Female,No,3+,Graduate,,416,41667.0,350.0,180.0,,Urban,N,-0.8164061648350663,13.68501547002652,2.3787148070951134
LP002950,Male,Yes,0,Not Graduate,,2894,2792.0,155.0,360.0,1.0,Rural,Y,-0.4107778957081896,0.40008709249901825,0.10034006570700905
LP002953,Male,Yes,3+,Graduate,No,5703,0.0,128.0,360.0,1.0,Urban,Y,0.049032357712874536,-0.5540356092387769,-0.21512720617749773
LP002958,Male,No,0,Graduate,No,3676,4301.0,172.0,360.0,1.0,Rural,Y,-0.2827709116657289,0.9157644409669025,0.29896760726392074
LP002959,Female,Yes,1,Graduate,No,12000,0.0,496.0,360.0,1.0,Semiurban,Y,1.0797995936660396,-0.5540356092387769,4.084574869878002
LP002961,Male,Yes,1,Graduate,No,3400,2500.0,173.0,360.0,1.0,Semiurban,Y,-0.32794984721012677,0.3003006208273004,0.3106515802966802
LP002964,Male,Yes,2,Not Graduate,No,3987,1411.0,157.0,360.0,1.0,Rural,Y,-0.23186276328055588,-0.07184824098948289,0.12370801177252808
LP002974,Male,Yes,0,Graduate,No,3232,1950.0,108.0,360.0,1.0,Rural,Y,-0.35545006884584723,0.11234665021276338,-0.44880666683268794
LP002978,Female,No,0,Graduate,No,2900,0.0,71.0,360.0,1.0,Rural,Y,-0.4097957449354853,-0.5540356092387769,-0.8811136690447898
LP002979,Male,Yes,3+,Graduate,No,4106,0.0,40.0,180.0,1.0,Rural,Y,-0.21238343962192055,-0.5540356092387769,-1.2433168330603346
LP002983,Male,Yes,1,Graduate,No,8072,240.0,253.0,360.0,1.0,Urban,Y,0.4368182211356232,-0.47201933115243355,1.245369422917441
LP002984,Male,Yes,2,Graduate,No,7583,0.0,187.0,360.0,1.0,Urban,Y,0.35677293316022257,-0.5540356092387769,0.4742272027553134
LP002990,Female,No,0,Graduate,Yes,4583,0.0,133.0,360.0,0.0,Semiurban,N,-0.13430245319192854,-0.5540356092387769,-0.15670734101370018
